Feature: phone, Score: 300.00000000130285, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: user, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: users, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: utah, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: van, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vax, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: vehicles, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: versions, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: view, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: visitel, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: voices, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: warnke, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: washington, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: western, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wheat, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wisconsin, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wordperfect, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: workstation, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wow, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: written, Score: 20.000000000086857, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: market, Score: 18.620957199608462, Log-Likelihood: 0.5642714302911656, Predicted Sense: product
Feature: computers, Score: 17.63673786691818, Log-Likelihood: 0.6532125135895621, Predicted Sense: product
Feature: calls, Score: 17.176365162959137, Log-Likelihood: 0.9542425090532853, Predicted Sense: phone
Feature: year, Score: 16.09494395300034, Log-Likelihood: 0.32846824393878243, Predicted Sense: product
Feature: product, Score: 16.04579249102659, Log-Likelihood: 1.1461280350733278, Predicted Sense: product
Feature: computer, Score: 15.494718952946524, Log-Likelihood: 0.6197887581178609, Predicted Sense: product
Feature: first, Score: 15.231014573334441, Log-Likelihood: 0.8016323459649706, Predicted Sense: product
Feature: plans, Score: 14.481263572692729, Log-Likelihood: 1.1139433517455946, Predicted Sense: product
Feature: company, Score: 14.320547493382099, Log-Likelihood: 0.2922560712935122, Predicted Sense: product
Feature: international, Score: 14.006722502345491, Log-Likelihood: 0.7781512501303051, Predicted Sense: product
Feature: selling, Score: 12.950174946361084, Log-Likelihood: 1.0791812455300904, Predicted Sense: product
Feature: companies, Score: 11.757825244612118, Log-Likelihood: 0.6532125135895621, Predicted Sense: phone
Feature: inc, Score: 11.646821629560943, Log-Likelihood: 0.4313637640578127, Predicted Sense: product
Feature: priced, Score: 11.455319531528941, Log-Likelihood: 1.0413926846844492, Predicted Sense: product
Feature: million, Score: 10.651375020681042, Log-Likelihood: 0.18364439690829384, Predicted Sense: product
Feature: analysts, Score: 10.567873632774193, Log-Likelihood: 0.8129133563672456, Predicted Sense: product
Feature: york, Score: 10.48455006191336, Log-Likelihood: 0.6989700041275574, Predicted Sense: phone
Feature: abex, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: aboard, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: abolished, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: abuse, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: academic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: accent, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: acceptance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: accessories, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: accessory, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: accords, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: achille, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ackerman, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: acquistions, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: action, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: activism, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: actress, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: actual, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: adams, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: adapter, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: adapters, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: addressable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: advance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: advantage, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: advertise, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: advertisements, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aeroform, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: affair, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: affiliated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: afoul, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: agents, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aggressively, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: agte, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aiming, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: aims, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: airline, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: airliner, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aisles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: akron, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alabama, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aldus, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alert, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: alfin, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alikes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alkaline, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alkaril, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: allegedly, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: alleges, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: allegra, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: allen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alligator, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: allison, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: allowed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alterations, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: alternative, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: alvin, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ambiance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ambulance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: amended, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: americans, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ameritech, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: amid, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: amiga, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: analysis, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: angeles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: angels, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: angioplasty, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: animal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ann, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anniversary, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: announcements, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: announcing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ante, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anticipated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: antiquated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: antique, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: antitrust, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anxious, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anymore, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anyone, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: anyway, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: apologetic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: apologetically, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: apparently, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: appeal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: appealing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: appear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: appearance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: approach, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: approaches, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: approved, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: architecture, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: archrival, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arguing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aristocratic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arizona, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: arranging, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: arrive, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arrived, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: art, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arteries, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arthritic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: arts, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ask, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: asleep, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aspects, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: assault, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: assets, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: assigned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: associates, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: association, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: assume, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: astley, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: asynchronous, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ate, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: athletic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: atlas, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: attach, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: attached, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: attachment, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: attempt, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: attempted, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: attempts, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: attention, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: attributable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: attributed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: auction, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: audio, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: aug, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: austria, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: authorizing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: automatic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: automatically, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: automobiles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: automotive, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: avoid, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: avon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: awarded, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: awards, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: awfully, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: axes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: backed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bad, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: baffled, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bag, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bags, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bain, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: balance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ballistics, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: balloon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ballooned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: baltimore, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: banker, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bankers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: banque, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: barbara, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bargain, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: barked, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: barrel, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: baseball, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: basement, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bases, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: battle, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: beach, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bearing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bears, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: beatles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: beauty, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: becoming, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bedroom, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: beef, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: beer, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: begging, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: beginning, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: begun, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: behind, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: belding, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: belgium, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: believed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: believes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bells, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: benchmark, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: benefits, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: benton, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bert, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: besides, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bet, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bias, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bible, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bidders, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bids, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: billing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: biotechnology, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bisexual, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: blankets, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: blend, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: block, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: blocking, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: blood, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: blown, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: boating, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bob, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bombarded, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bookie, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: books, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: boosted, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: boosting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: booth, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: booths, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bored, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: borrow, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bottling, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: boulder, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bowlegs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: box, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bracing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: brad, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: branch, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bread, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breakfast, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breakfasts, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breakup, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breast, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breath, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: breed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: breeden, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: brice, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: brief, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: briefing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: briefs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bright, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bringing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bristol, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: british, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: broaden, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: broader, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: broadly, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: broadway, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: brokerage, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: brooks, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bruxelles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bubble, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: budget, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bugged, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: builds, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bulletins, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bundesbank, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bureau, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: burger, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: burry, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: bursts, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: bus, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
